"Title","Address","Decision","Decision Date"
"Ivelisse Grocery","633 Bayway Ave., Elizabeth, NJ 07202","Permanent Disqualification","12/29/2016"
"Ivy City Market","1900 Capitol Ave. NE, Washington, DC 20002","Permanent Disqualification","01/25/2017"
"J&V Market","180 Ashley St., Hartford, CT 06105","Permanent Disqualification","01/13/2017"
"Jacks Cottage Grove Mini Mart Inc.","9204 S. Cottage Grove Ave., Chicago, IL 60619","Term Disqualification","12/30/2016"
"Jessica Market","3464 Myers St., Oroville, CA 95966","Permanent Disqualification","01/24/2017"
"Joe’s Quick Stop","6204 N. 43rd Ave., Glendale, AZ 85301","Permanent Disqualification","01/13/2017"
"Fouta World Market","3866 E. Main St., Columbus, OH 43213","Permanent Disqualification","01/23/2017"
"John C’s Fish Market","630 N. Reilly Road, Fayetteville, NC 28303","Term Disqualification","01/17/2017"
"Josh’s","2301 Highway 202, Anniston, AL 36201","Term Disqualification","01/30/2017"
"La Bodega Grocery & Deli","2900 E. Monument St., Baltimore, MD 21205","Permanent Disqualification","01/17/2017"
"La Favorita Market","926 Cecil Ave., Delano, CA 93215","Term Disqualification","01/17/2017"
"Labib Convenience & Deli LLC","619 Main St., Paterson, NJ 07503","Permanent Disqualification","01/18/2017"
"M&M Fish & Chicken Carryout LLC","21570 Dequindre Road, Warren, MI 48091","Term Disqualification","01/11/2017"
"Marisol Bakery LLC","127 North St., New Britain, CT 06051","Term Disqualification","01/30/2017"
"Maveric Mini Mart #9","6401 N. Peoria Ave., Tulsa, OK 74126","Term Disqualification","01/11/2017"
"Neighborhood Grocery","1186 Morrow Road, Morrow, GA 30260","Term Disqualification","01/03/2017"
"Nik Nak","5000 Roosevelt Highway, Union City, GA 30291","Term Disqualification","01/23/2017"
"Modern Food Store 1","13360 Northborough Drive, Houston, TX 77067","Civil Money Penalty","01/26/2017"
"New Life Health Nutritional Center #2 Corp.","200 Dyckman St., New York, NY 10040","Term Disqualification","01/23/2017"
"One Eleven FD & Liquor Inc.","111 N. Kedzie Ave., Chicago, IL 60612","Term Disqualification","01/13/2017"
"Palisades Mini Mart","245 Palisade Ave., Garfield, NJ 07026","Permanent Disqualification","01/05/2017"
"Pickering Foods LLC #1","26019 Morlin Road, Albemarle, NC 28001","Term Disqualification","01/25/2017"
"Primo Meat Market","1100 Eighth Ave. W, Palmetto, FL 34221","","01/24/2017"
"Pueblo Supermarket","309 Park St., Lawrence, MA 01841","Term Disqualification","01/27/2017"
"Quick Super Stop","15150 NE Sixth Ave., Miami, FL 33162","Permanent Disqualification","01/10/2017"
"Mini Market #1","9101 S. Western Ave., Los Angeles, CA 90047","Permanent Disqualification","01/27/2017"
"Old Town Market","1503 Portsmouth Blvd., Portsmouth, VA 23704","Permanent Disqualification","12/29/2016"
"Quick Pick","1242 Atlanta Road SE, Marietta, GA 30060","Permanent Disqualification","01/10/2017"
"R&M Mini Market LLC","69 Lounsbury Ave., Waterbury, CT 06706","Permanent Disqualification","01/17/2017"
"R&M Mini Mart","444a Percival Road, Columbia, SC 29206","Permanent Disqualification","12/30/2016"
"Raceway #936","8480 Rivers Ave., North Charleston, SC 29406","Term Disqualification","01/10/2017"
"Ragen's Corner Store","6390 N. Comstock Ave., Hesperia, MI 49421","Civil Money Penalty","01/19/2017"
"River Nile Market","3105 Telegraph Ave., Oakland, CA 94609","Civil Money Penalty","01/11/2017"
"S&S Meat & Seafood","2301 NW 85th Ave., Pembroke Pines, FL 33024","Term Disqualification","01/09/2017"
"Shell #5974","170 Taftville Occum Road, Norwich, CT 06360","Term Disqualification","01/03/2017"
"Sidhu Market","801 Locust St., San Jose, CA 95110","Term Disqualification","01/25/2017"
"Southwest Foods","275 Bosque Farms Blvd., Bosque Farms, NM 87068","Term Disqualification","12/30/2016"
"Spanick Grocery","246 N. Rose St., Baltimore, MD 21224","Permanent Disqualification","01/17/2017"
"Star Grocery & Deli","124 S. 51st St., Philadelphia, PA 19139","Term Disqualification","01/27/2017"
"Rosario Deli Market Corp.","582 Union Ave., Bronx, NY 10455","Permanent Disqualification","01/18/2017"
"Tan Tien Oriental Market","5266 W. Colonial Drive, Orlando, FL 32808","Term Disqualification","01/23/2017"
"Tavarez Grocery","1025 Greenwich St., Reading, PA 19604","Permanent Disqualification","01/09/2017"
"Value Discount 1 Inc. #6","3668 Aramingo Ave., Philadelphia, PA 19134","Permanent Disqualification","01/10/2017"
"Velasquez & Associates Inc. dba Biarritz Bakery","1015 E. 167th St., Bronx, NY 10459","","01/26/2017"
"Vermillion Cliffs Produce","380 Township Ave., Colorado City, AZ 86021","Permanent Disqualification","01/30/2017"
"Wayne Superette","4942 Wayne Ave., Philadelphia, PA 19144","Term Disqualification","01/18/2017"
"Woogie's Deli","21 Pike St., Port Jervis, NY 12771","Term Disqualification","01/24/2017"
"Xtreme Gas","722 N. Bridge St., Elkton, MD 21921","Permanent Disqualification","01/24/2017"
"Yatty's Groceries","340 Ridge Ave., Allentown, PA 18102","Permanent Disqualification","01/31/2017"
"Yummy Tummy Restaurant,  Seafood & Meat Market","801 Whitesville St. ,     Suite E, Lagrange, GA 30240","Term Disqualification","01/18/2017"
"24 Hour Mini Mart","4375 W. Desert Inn Road,     Suite G, Las Vegas, NV 89102","Permanent Disqualification","10/05/2016"
"A&M Food Market","3418 Federal St., Camden, NJ 08105","Permanent Disqualification","10/07/2016"
"Al-Salam International","3711 N. Decatur Road,     Suite 118, Decatur, GA 30032","Permanent Disqualification","10/14/2016"
"Ben Gamoom Inc.","9906 S. Vincennes Ave., Chicago, IL 60643","Permanent Disqualification","10/31/2016"
"Best One Mart","6628 Harford Road, Baltimore, MD 21214","Permanent Disqualification","10/17/2016"
"Bilal Enterprise LLC","4431 Bluff Road, Columbia, SC 29209","Permanent Disqualification","10/28/2016"
"Claudia Deli","1207 Beach Ave., Bronx, NY 10472","Permanent Disqualification","10/05/2016"
"Ethlyn Corner","1573 Ethlyn Ave., Memphis, TN 38106","Permanent Disqualification","10/19/2016"
"H&B Grocery","202 State St., Asheville, NC 28806","Permanent Disqualification","10/11/2016"
"Hamdar Inc.","949 Coney Island Ave., Brooklyn, NY 11230","Permanent Disqualification","10/25/2016"
"Highlight AA Market Inc.","945 Rice St.,     Suite D, Saint Paul, MN 55117","Permanent Disqualification","10/24/2016"
"Island Tobacco LLC","108 Pillow St., Butler, PA 16001","Permanent Disqualification","10/11/2016"
"Enj Market","10530 S. Broadway, Los Angeles, CA 90003","Permanent Disqualification","10/21/2016"
"Jordan Grocery","1201 Greenfield Drive, Clarksville, TN 37040","Permanent Disqualification","10/19/2016"
"Kwik Stop","300 W. Camino Real, Boca Raton, FL 33432","Permanent Disqualification","10/27/2016"
"Laly Deli & Grocery Corp.","147 W. 168th St., Bronx, NY 10452","Permanent Disqualification","10/17/2016"
"Lawrence Street Grocery","1430 Lawrence St., Selma, AL 36703","Permanent Disqualification","10/11/2016"
"Less Price Grocery & Food Store","2 N. Main St., Pleasantville, NJ 08232","Permanent Disqualification","10/24/2016"
"Los Palmaritos Deli Grocery Corp.","2080 Valentine Ave., Bronx, NY 10457","Permanent Disqualification","10/03/2016"
"MQ Supermarket","400 Dr. JA Wiltshire Ave. W, Lake Wales, FL 33853","Permanent Disqualification","10/18/2016"
"Marlton Mini Market LLC","300 Marlton Ave., Camden, NJ 08105","Permanent Disqualification","10/11/2016"
"NG Grocery 11","6-A Commandant Gade, Saint Thomas, VI 00803","Permanent Disqualification","10/27/2016"
"One Stop Shoppe","931 Redbank Ave., West Deptford, NJ 08096","Permanent Disqualification","10/27/2016"
"Parkway Food Market","743 S. Parkway E, Memphis, TN 38106","Permanent Disqualification","10/06/2016"
"Penny Grocery","1259 S. Glendale Ave. ,     Suite C, Glendale, CA 91205","Permanent Disqualification","10/11/2016"
"Super Duper","2700 E. End Drive, Humboldt, TN 38343","Permanent Disqualification","10/12/2016"
"5M Enterprises Inc.","551 W. Front St., Plainfield, NJ 07060","Permanent Disqualification","02/13/2017"
"6th Avenue Grocery & Deli","234 Sixth Ave. W, Newark, NJ 07107","Term Disqualification","02/10/2017"
"61st Street Deli","6101 Newkirk Ave., North Bergen, NJ 07047","Permanent Disqualification","02/16/2017"
"786 Speedy Express #1","40600-B Business US 290, Waller, TX 77484","Permanent Disqualification","02/08/2017"
"A to Z Food Mart LLC","2120 N. Saint Augustine Drive ,     Suite 130, Dallas, TX 75227","Term Disqualification","02/09/2017"
"Adams Valero","5588 Long Beach Blvd., Long Beach, CA 90805","Civil Money Penalty","02/01/2017"
"Alhaneen Market","322 Pleasant St., Worcester, MA 01609","Permanent Disqualification","02/24/2017"
"All In One General Merchandise #1","3400 E. Thomas Road, Phoenix, AZ 85018","Term Disqualification","02/28/2017"
"Annapurna Enterprises","1937 Snyder Ave., Philadelphia, PA 19145","Permanent Disqualification","02/01/2017"
"Ayesh Mothers Food Inc.","4758 S. Wood St., Chicago, IL 60609","Permanent Disqualification","02/07/2017"
"Bronxwood Express Deli Grocery Corp.","3846 Bronxwood Ave., Bronx, NY 10469","Term Disqualification","02/28/2017"
"C Mart Inc.","164 N. Curley St., Baltimore, MD 21224","Permanent Disqualification","02/14/2017"
"Cabana Mini Market","3000 N. Sixth St., Philadelphia, PA 19133","Permanent Disqualification","02/08/2017"
"Cambrey Food Store","1003 Cambrey St., Saginaw, MI 48601","Civil Money Penalty","02/28/2017"
"Centro Food Market","454 Royden St., Camden, NJ 08103","Permanent Disqualification","02/10/2017"
"Chris Seafood","801 S. Montford Ave., Baltimore, MD 21224","Term Disqualification","02/07/2017"
"Community Mini Market","546-B Market St., Paterson, NJ 07513","Permanent Disqualification","02/27/2017"
"Darou Salam","2202 Buechel Ave. ,     Suite 103, Louisville, KY 40218","Permanent Disqualification","02/21/2017"
"Dulceria Sammys","4011 46th St., San Diego, CA 92105","Term Disqualification","02/22/2017"
"Eagle Fast Stop #2","1014 W. Bankhead St., New Albany, MS 38652","Permanent Disqualification","02/07/2017"
"East Market","100 E. Baker St., Richmond, VA 23219","Civil Money Penalty","02/06/2017"
"El Principe Grocery Corp.","1282 Saint Nicholas Ave., New York, NY 10033","Permanent Disqualification","02/28/2017"
"Esquina Deli Grocery Corp.","131 E. 183rd St., Bronx, NY 10453","Permanent Disqualification","02/13/2017"
"Express Mart","701 Dickerson Pike, Nashville, TN 37207","Permanent Disqualification","02/07/2017"
"Fast Break Convenience Inc.","210 Park St., Syracuse, NY 13203","Permanent Disqualification","02/22/2017"
"Gastonia Express","1809 S. York Road, Gastonia, NC 28052","Term Disqualification","02/07/2017"
"Hilton Quick Mart","278 S. Hilton St., Baltimore, MD 21229","Permanent Disqualification","02/02/2017"
"Jason's Grocery & Grill","5922 Jacksboro Highway, Fort Worth, TX 76114","Permanent Disqualification","02/13/2017"
"Jim’s Grocery Bait & Tackle","1672 Armstrong Ford Road, Belmont, NC 28012","Denial","02/22/2017"
"Jody’s Fishery","223 Highway #35 S, Neptune, NJ 07753","Withdrawal","02/03/2017"
"Family Diskount Food Store","7174 Cypress Drive, Fort Myers, FL 33907","Permanent Disqualification","02/17/2017"
"Fat Boy Deli & Grocery","1345 E. Osborne Ave., Tampa, FL 33603","Permanent Disqualification","02/23/2017"
"Fordham 99","2569 Webster Ave., Bronx, NY 10458","Permanent Disqualification","02/21/2017"
"Friends Market","5780 NW Seventh Ave., Miami, FL 33127","Permanent Disqualification","02/28/2017"
"GR 500 Grocery Corp.","500 Riverdale Ave., Yonkers, NY 10705","Permanent Disqualification","02/24/2017"
"Julian Deli Corp.","18003 Linden Blvd., Jamaica, NY 11434","Permanent Disqualification","02/28/2017"
"Kbr Mart Inc.","1208 E. Andrews Ave., Henderson, NC 27536","Denial","02/01/2017"
"Kelso Ranch Market","601 W. Kelso St., Inglewood, CA 90301","Term Disqualification","02/13/2017"
"King Grill","725 N. 42nd St., Philadelphia, PA 19104","Denial","02/21/2017"
"Lalos Raspados","804 S. Sixth Ave., Tucson, AZ 85701","Term Disqualification","02/01/2017"
"Los Amigos Market LLC","575 Mason St., Woonsocket, RI 02895","Permanent Disqualification","02/10/2017"
"M&A Food Mart","4211 Moncrief Road, Jacksonville, FL 32209","Permanent Disqualification","02/01/2017"
"M&B Grocery Corp.","1435 Central Ave., Far Rockaway, NY 11691","Term Disqualification","02/16/2017"
"Puerto Rico Candy Store","2756 Main St., Springfield, MA 01107","Denial","02/14/2017"
"Papa Ningo Bodega","1888 New York Ave., Huntington Station, NY 11746","Term Disqualification","02/24/2017"
"RA Food Store & Entertainment Service","2225 S. Main St., Santa Ana, CA 92707","Term Disqualification","02/02/2017"
"Airport Party Store","2890 Wildwood Ave., Jackson, MS 39202","Withdrawal","04/18/2017"
"Buena Market","1338 W. Fifth St.,     Suite 102, San Bernardino, CA 92411","Civil Money Penalty","04/05/2017"
"M&M Deli Grocery Inc.","543 Newark Ave., Jersey City, NJ 07306","Permanent Disqualification","02/07/2017"
"Michael Grocery Store","1138 W. Porter St., Philadelphia, PA 19148","Permanent Disqualification","02/14/2017"
"Mini Market","2001 96th Ave., Oakland, CA 94603","Permanent Disqualification","02/07/2017"
"MN Tasnia Inc./MDI Convenience Store","253 E. Main St., Fall River, MA 02724","Permanent Disqualification","02/21/2017"
"Oh! Wings & Seafood","1212 Eisenhower Parkway, Macon, GA 31206","Denial","02/02/2017"
"Pleasant Grocery Store Inc.","420 Pleasant St., Worcester, MA 01609","Civil Money Penalty","02/22/2017"
"Sammy’s Grocery & Deli","561 Breckenridge St., Lexington, KY 40508","Term Disqualification","02/15/2017"
"Sarita Mini Market","425 21st Ave., Paterson, NJ 07513","Permanent Disqualification","02/08/2017"
"Smiley’s Market","308 Madison Ave., Madison, IL 62060","Permanent Disqualification","02/16/2017"
"Shri Balji 7 Inc.","690 Eyster Blvd., Rockledge, FL 32955","Denial","02/15/2017"
"Stop & Save Food Mart","2752 7th Street Road, Louisville, KY 40215","Term Disqualification","02/10/2017"
"Super Saver Food Mart Inc.","1482 Broadway St., Buffalo, NY 14212","Term Disqualification","02/08/2017"
"Taithio Family Store","4610 Monroe Road, Charlotte, NC 28205","Permanent Disqualification","02/06/2017"
"Triple E Express & Grill","2353 Bessemer City Road, Gastonia, NC 28052","","02/02/2017"
"Tyler Tortilla Factory","513 N. Border Ave., Tyler, TX 75702","Withdrawal","02/28/2017"
"Ventura Arco #42746","5669 Valentine Road, Ventura, CA 93003","Denial","02/21/2017"
"Will Foods LLC","1075 William St., Buffalo, NY 14206","Term Disqualification","02/17/2017"
"Exxon Foodmart 1","1050 Holcombe Road, Decatur, GA 30032","Permanent Disqualification","02/14/2017"
"Highway 40 BP 1","11035 W. Highway 40, Ocala, FL 34482","Permanent Disqualification","02/07/2017"
"Joliet Shell","379 S. Chicago St., Joliet, IL 60436","Permanent Disqualification","02/05/2017"
"JP Food Market Inc. 1","180 Ashley St., Hartford, CT 06105","Permanent Disqualification","02/03/2017"
"La Azteca De Oro","406 N. Krome Ave., Homestead, FL 33030","Permanent Disqualification","02/13/2017"
"Lumpkin Market LLC","8526 Lumpkin St., Hamtramck, MI 48212","Permanent Disqualification","02/08/2017"
"Main Street Food Center Inc.","916 Main St., Peekskill, NY 10566","Permanent Disqualification","02/15/2017"
"Pulaski Food & Tobacco Inc. #1","4017 W. 63rd St., Chicago, IL 60629","Permanent Disqualification","04/10/2017"
"Quick Pick Grocery","714  Greensboro Road, High Point, NC 27260","Term Disqualification","04/26/2017"
"Fancy Fish","444 62nd St., West New York, NJ 07093","Withdrawal","03/14/2017"
"Handy Pantry","2275 Barnett Shoals Road, Athens, GA 30605","Denial","03/01/2017"
"Los Reyes Super Market","2303 S. Union Ave., Bakersfield, CA 93307","Denial","03/13/2017"
"Lou Magoo's","401 Lincoln Highway, North Versailles, PA 15137","Denial","03/31/2017"
"Louisiana Mobile Grocery #1","205 Four Parks, Carencro, LA 70507","Denial","03/07/2017"
"M&I Market LLC","3800 Gravois Ave., Saint Louis, MO 63116","Denial","03/03/2017"
"CJ's Meat Market","603 N. Main St., Waterbury, CT 06704","Term Disqualification","03/24/2017"
"CC Fish House","4032 Chambers Road,     Suite A, Macon, GA 31206","Withdrawal","03/07/2017"
"Casado Grocery & Deli","128 S. Calhoun St., Baltimore, MD 21223","Permanent Disqualification","03/30/2017"
"C&J Food Mart","108 Broad St., Newark, NJ 07104","Permanent Disqualification","03/01/2017"
"Best Life Pharmacy & Restaurant","2657 Tulane Ave., New Orleans, LA 70119","Denial","03/07/2017"
"Alyasmine Food Mart","6700 Strawberry Lane, Louisville, KY 40214","Permanent Disqualification","03/14/2017"
"A&S Food Mart Inc. #1","2701 E. 79th St., Chicago, IL 60649","Permanent Disqualification","03/24/2017"
"Conyer's Tobacco","1543 Highway 138 SE, Conyers, GA 30013","Denial","03/22/2017"
"Crab King Of Lexington","1123 S. Lake Drive,     Suite E, Lexington, SC 29073","Denial","03/17/2017"
"DNI  Food Mart","1915 34th St. NW, Winter Haven, FL 33881","Permanent Disqualification","03/30/2017"
"Donut Tree","599 W. Railroad Ave., Independence, LA 70443","Denial","03/06/2017"
"H&I Mart","4501 S. Union Ave., Tacoma, WA 98409","Civil Money Penalty","03/06/2017"
"H&H Deli & Grocery","1441 Vinson Highway SE, Milledgeville, GA 31061","Permanent Disqualification","03/07/2017"
"Holyork Market","648 High St., Holyoke, MA 01040","Permanent Disqualification","03/01/2017"
"International Deli Grocery #1","348 N. Fifth St., Reading, PA 19601","Civil Money Penalty","03/15/2017"
"Isler's Liquors","5285 Foothill Blvd., Oakland, CA 94601","Term Disqualification","03/13/2017"
